Store,DayOfWeek,Date,Sales,Open,Promo,StateHoliday,SchoolHoliday
959,3,2013-09-25,7667,1,1,0,0
319,5,2014-03-21,7204,1,1,0,0
369,4,2014-01-16,4974,1,0,0,0
785,6,2014-12-20,10809,1,0,0,0
154,5,2015-07-31,10751,1,1,0,1
953,1,2013-03-04,9044,1,1,0,0
709,5,2013-07-12,7604,1,0,0,1
2,6,2015-06-06,2641,1,0,0,0
91,5,2015-07-10,4035,1,0,0,0
1095,3,2014-03-12,4004,1,0,0,0
487,1,2014-11-10,8566,1,1,0,0
513,4,2015-07-30,17623,1,1,0,1
642,2,2014-04-01,4649,1,1,0,0
161,6,2014-04-05,7286,1,0,0,0
606,4,2014-07-03,6071,1,1,0,0
470,2,2013-01-15,8621,1,0,0,0
102,6,2015-01-10,5217,1,0,0,0
1040,3,2015-04-22,6804,1,0,0,0
661,2,2014-01-28,5155,1,0,0,0
1062,1,2013-02-04,10315,1,1,0,0
339,3,2014-04-16,6066,1,1,0,1
1042,1,2013-12-30,6999,1,0,0,1
42,4,2014-03-27,8275,1,0,0,0
614,3,2015-01-14,6622,1,1,0,0
195,6,2013-02-09,10094,1,0,0,0
985,6,2014-01-11,9171,1,0,0,0
1005,2,2013-06-04,8002,1,1,0,0
1009,3,2014-01-08,6250,1,1,0,0
129,6,2015-03-14,6597,1,0,0,0
412,5,2013-12-27,11468,1,0,0,1
803,1,2015-05-18,8619,1,1,0,0
935,4,2013-04-04,4973,1,0,0,1
439,2,2013-02-12,5951,1,0,0,0
326,6,2014-04-26,4709,1,0,0,0
816,3,2015-02-25,4155,1,0,0,0
781,4,2015-07-02,5697,1,1,0,0
878,2,2014-03-04,11546,1,1,0,0
927,4,2014-04-10,5342,1,0,0,0
489,6,2014-12-27,4258,1,0,0,0
947,2,2014-03-18,7311,1,1,0,0
220,1,2013-06-24,3707,1,0,0,0
873,3,2014-09-03,4476,1,1,0,0
603,4,2014-02-06,8877,1,1,0,0
677,5,2013-06-14,8188,1,0,0,0
30,1,2013-10-07,8163,1,1,0,0
350,5,2013-02-15,5635,1,0,0,0
585,1,2013-07-22,4530,1,0,0,1
717,2,2015-03-17,6717,1,1,0,0
951,4,2013-08-01,8788,1,1,0,1
789,3,2014-03-05,3484,1,1,0,0
542,1,2015-03-23,6041,1,0,0,0
1104,3,2014-04-09,3813,1,0,0,0
40,3,2014-07-23,4035,1,0,0,1
453,4,2015-03-12,5483,1,0,0,0
267,6,2014-07-12,10165,1,0,0,0
875,6,2014-12-27,2992,1,0,0,0
525,5,2014-09-05,10205,1,1,0,0
1106,3,2013-07-31,5544,1,1,0,1
7,4,2014-12-04,11994,1,1,0,0
612,6,2014-02-22,6530,1,0,0,0
998,5,2014-08-01,5262,1,1,0,1
288,6,2014-04-26,4532,1,0,0,0
667,6,2014-08-30,8822,1,0,0,0
559,1,2013-08-05,5515,1,0,0,1
978,4,2014-01-09,7752,1,1,0,0
307,5,2014-08-08,3295,1,1,0,1
247,5,2014-09-19,9360,1,1,0,0
1098,1,2013-08-05,5160,1,0,0,1
240,3,2014-05-21,5636,1,1,0,0
483,1,2014-04-14,7279,1,1,0,1
812,2,2013-07-30,7816,1,1,0,1
366,5,2014-12-05,11965,1,1,0,0
1056,5,2015-04-17,5603,1,1,0,0
596,2,2014-07-15,5010,1,1,0,1
136,6,2013-08-03,4959,1,0,0,0
308,5,2013-03-01,8988,1,0,0,0
422,4,2013-08-29,4304,1,1,0,0
592,4,2015-03-05,5852,1,1,0,0
784,1,2015-06-15,12508,1,1,0,0
550,1,2014-02-10,4729,1,0,0,0
783,6,2014-01-11,5489,1,0,0,0
1113,1,2013-12-30,9247,1,0,0,1
836,1,2013-05-06,6107,1,0,0,0
97,1,2015-07-20,5547,1,0,0,1
4,4,2013-05-16,8839,1,1,0,0
248,6,2014-07-12,7036,1,0,0,0
691,1,2013-09-30,8414,1,0,0,0
770,5,2015-01-16,7694,1,1,0,0
107,1,2015-03-09,6907,1,0,0,0
521,5,2013-04-19,4352,1,0,0,0
1086,2,2013-07-23,7471,1,0,0,1
631,3,2015-06-03,7774,1,1,0,0
116,4,2015-07-02,7931,1,1,0,0
668,1,2015-04-13,13533,1,1,0,0
997,3,2014-11-19,3546,1,0,0,0
422,1,2013-03-11,3787,1,0,0,0
379,3,2013-04-10,4190,1,1,0,0
929,1,2014-09-01,9556,1,1,0,0
80,4,2014-07-17,8051,1,1,0,0
317,3,2013-07-10,3469,1,0,0,0
7,6,2014-06-28,6696,1,0,0,0
714,1,2014-08-11,3619,1,0,0,1
578,2,2015-07-07,9727,1,0,0,0
780,3,2013-11-13,4791,1,0,0,0
227,5,2014-07-04,7104,1,1,0,0
214,4,2013-12-19,14583,1,1,0,0
667,4,2015-01-08,9181,1,1,0,0
757,4,2014-11-27,7673,1,1,0,0
270,3,2014-02-19,9230,1,1,0,0
705,5,2013-10-11,8088,1,1,0,0
805,3,2013-06-12,5032,1,0,0,0
11,6,2014-02-22,5675,1,0,0,0
212,1,2015-06-29,6266,1,1,0,0
915,1,2015-07-27,8317,1,1,0,0
147,4,2013-04-11,7402,1,1,0,0
305,4,2014-03-20,5232,1,1,0,0
893,5,2014-05-02,7291,1,1,0,0
921,6,2013-12-14,5997,1,0,0,0
700,6,2014-01-18,2404,1,0,0,0
440,3,2014-03-26,3823,1,0,0,0
241,4,2013-10-31,6287,1,0,0,1
756,6,2014-08-09,17000,1,0,0,0
607,5,2013-06-14,2526,1,0,0,0
958,4,2015-04-16,4221,1,1,0,0
533,6,2014-01-04,6143,1,0,0,0
336,5,2014-11-07,14358,1,1,0,0
571,2,2014-06-24,5346,1,0,0,0
167,6,2015-03-14,5407,1,0,0,0
1030,5,2013-12-06,3297,1,1,0,0
741,3,2014-08-13,5776,1,0,0,1
685,5,2014-01-10,7161,1,1,0,0
263,4,2015-01-22,3258,1,0,0,0
132,1,2013-06-10,4791,1,0,0,0
260,6,2014-02-01,6903,1,0,0,0
367,6,2013-06-22,4258,1,0,0,0
196,6,2014-09-27,3143,1,0,0,0
1060,3,2013-12-11,6693,1,0,0,0
332,5,2013-02-22,3909,1,1,0,0
843,2,2013-10-29,9937,1,0,0,0
256,1,2014-07-07,8831,1,0,0,1
661,2,2015-03-10,5565,1,0,0,0
132,5,2015-02-06,7544,1,1,0,0
388,6,2013-02-02,8911,1,0,0,0
492,2,2013-01-29,5210,1,0,0,0
280,3,2014-05-14,5332,1,0,0,0
179,4,2014-11-20,6052,1,0,0,0
511,3,2013-03-06,5802,1,1,0,0
818,2,2015-01-20,4965,1,0,0,0
829,3,2014-10-01,6704,1,1,0,0
112,1,2014-02-24,6524,1,0,0,0
965,2,2013-09-17,6462,1,0,0,0
699,4,2013-01-31,7696,1,0,0,0
418,2,2014-10-14,3567,1,0,0,1
682,3,2014-07-16,12059,1,1,0,1
485,1,2013-01-28,3589,1,0,0,0
41,1,2013-12-30,8418,1,0,0,1
335,4,2013-02-21,15447,1,1,0,0
101,5,2013-09-13,8621,1,1,0,0
327,2,2013-09-03,6240,1,0,0,0
1103,5,2014-08-22,5242,1,1,0,1
964,3,2013-09-18,6191,1,0,0,0
412,2,2014-02-04,9616,1,1,0,0
576,1,2015-06-22,5074,1,0,0,0
54,2,2014-04-01,8433,1,1,0,0
1013,6,2014-09-06,2207,1,0,0,0
800,6,2013-11-09,5160,1,0,0,0
726,4,2013-03-07,12475,1,1,0,0
970,1,2014-12-01,5802,1,1,0,0
842,2,2014-05-13,14870,1,0,0,0
933,2,2013-03-05,9045,1,1,0,0
605,3,2013-05-22,5532,1,0,0,1
242,4,2015-01-22,2779,1,0,0,0
8,6,2015-01-10,2763,1,0,0,0
4,5,2014-12-12,8403,1,0,0,0
191,5,2014-05-09,7294,1,1,0,0
780,1,2015-02-23,5501,1,0,0,0
524,3,2013-12-18,14899,1,1,0,0
401,6,2013-04-13,2670,1,0,0,0
733,6,2013-07-27,12321,1,0,0,0
271,4,2014-06-12,6824,1,0,0,0
540,6,2013-04-27,3970,1,0,0,0
1037,3,2014-05-28,6279,1,0,0,0
88,4,2013-01-03,5576,1,0,0,1
745,2,2015-02-10,6055,1,0,0,1
493,2,2014-09-02,10944,1,1,0,0
225,2,2014-11-11,4973,1,1,0,0
894,1,2013-01-07,12983,1,1,0,0
834,3,2013-07-31,8670,1,1,0,1
162,2,2013-08-13,9545,1,1,0,1
341,6,2013-06-08,4362,1,0,0,0
31,1,2014-02-10,3840,1,0,0,0
118,6,2014-07-19,6497,1,0,0,0
819,6,2013-06-08,5026,1,0,0,0
172,2,2013-08-06,5120,1,0,0,1
920,1,2013-11-11,4573,1,0,0,0
834,4,2014-08-28,4786,1,0,0,0
37,5,2014-06-06,7888,1,1,0,1
215,4,2013-09-05,3935,1,0,0,1
727,2,2014-12-02,5838,1,1,0,0
145,6,2013-08-17,5644,1,0,0,0
714,3,2014-10-08,4693,1,1,0,0
241,5,2014-11-28,9636,1,1,0,0
892,1,2014-12-08,7750,1,0,0,0
1073,4,2014-01-16,5419,1,0,0,0
789,4,2015-06-11,3415,1,0,0,0
513,6,2013-10-19,19231,1,0,0,0
551,3,2015-02-11,5930,1,0,0,0
454,6,2014-08-09,1873,1,0,0,0
131,4,2014-08-21,4760,1,1,0,0
814,1,2013-08-12,13356,1,1,0,1
827,4,2014-02-27,8963,1,0,0,0
486,1,2013-09-30,5365,1,0,0,0
798,2,2013-08-27,9427,1,1,0,0
568,5,2013-06-28,5232,1,0,0,0
566,1,2013-10-14,3748,1,0,0,0
509,5,2013-11-08,7202,1,1,0,0
736,5,2014-02-21,5413,1,1,0,0
373,2,2014-10-14,3251,1,0,0,0
75,4,2013-09-05,4178,1,0,0,0
72,3,2014-04-09,3378,1,0,0,0
307,3,2013-12-04,3713,1,1,0,0
703,4,2013-01-10,3785,1,1,0,0
665,6,2015-05-09,5269,1,0,0,0
1080,1,2014-02-10,8568,1,0,0,0
224,6,2013-01-05,5232,1,0,0,0
911,1,2015-05-04,14342,1,1,0,0
828,1,2013-11-04,8524,1,1,0,0
775,3,2014-02-05,8421,1,1,0,0
696,4,2014-11-06,8839,1,1,0,0
739,5,2013-03-01,7576,1,0,0,0
879,3,2015-07-29,5129,1,1,0,0
756,5,2014-11-28,24640,1,1,0,0
1001,3,2015-01-21,4574,1,0,0,0
300,1,2013-10-07,8799,1,1,0,0
1111,2,2015-04-21,3832,1,0,0,0
910,4,2013-01-24,5391,1,1,0,0
778,3,2015-05-06,5707,1,1,0,0
992,2,2014-01-28,4928,1,0,0,0
106,1,2015-01-12,9185,1,1,0,0
202,5,2013-12-06,6981,1,1,0,0
449,1,2013-09-16,10019,1,0,0,0
437,6,2014-08-16,8485,1,0,0,0
458,6,2013-06-29,9875,1,0,0,0
104,1,2014-12-01,12866,1,1,0,0
1004,1,2013-09-23,6807,1,1,0,0
520,6,2013-07-13,3189,1,0,0,0
819,5,2014-06-20,6740,1,1,0,0
710,5,2014-05-02,6728,1,1,0,0
668,6,2015-05-16,7967,1,0,0,0
346,6,2013-09-28,4856,1,0,0,0
698,5,2013-04-05,13625,1,0,0,1
476,6,2015-03-28,2240,1,0,0,0
209,2,2014-02-11,4320,1,0,0,0
536,2,2014-10-07,9190,1,1,0,1
276,6,2013-10-12,2475,1,0,0,0
187,6,2015-04-11,3609,1,0,0,0
613,3,2015-05-20,6662,1,1,0,0
901,6,2013-07-13,4727,1,0,0,0
47,6,2015-07-18,5395,1,0,0,0
21,1,2013-11-04,9280,1,1,0,0
666,3,2014-10-22,6240,1,1,0,0
861,5,2015-07-24,3662,1,0,0,0
675,4,2015-07-09,4852,1,0,0,1
1091,2,2013-08-13,10215,1,1,0,0
537,5,2014-07-04,6080,1,1,0,0
1092,4,2015-04-02,14332,1,1,0,1
550,2,2014-07-15,6473,1,1,0,0
285,6,2013-05-11,5184,1,0,0,0
163,6,2013-01-12,9065,1,0,0,0
650,1,2014-05-19,7824,1,1,0,0
572,4,2014-11-06,7373,1,1,0,0
451,4,2015-02-26,4414,1,0,0,0
1027,6,2015-02-07,11457,1,0,0,0
917,1,2013-11-04,9989,1,1,0,0
317,6,2014-06-14,5358,1,0,0,0
335,1,2013-05-27,19270,1,1,0,0
318,5,2013-02-15,7395,1,0,0,1
1017,5,2014-07-11,6029,1,0,0,0
400,6,2015-03-21,5699,1,0,0,0
252,3,2014-09-24,6993,1,0,0,0
829,4,2013-04-11,5684,1,1,0,0
320,2,2013-07-23,10323,1,0,0,1
207,5,2014-01-31,9990,1,0,0,0
457,5,2013-06-14,3914,1,0,0,0
472,3,2013-03-20,5505,1,1,0,0
180,1,2015-03-09,5759,1,0,0,1
649,5,2014-02-28,4068,1,0,0,0
931,5,2013-12-27,3694,1,0,0,1
1086,2,2013-07-02,13761,1,1,0,0
838,1,2013-08-26,11314,1,1,0,0
879,2,2014-03-11,2687,1,0,0,0
789,1,2013-12-16,4699,1,1,0,0
350,1,2014-04-28,9703,1,1,0,0
974,6,2013-04-13,9286,1,0,0,0
767,3,2013-11-06,6633,1,1,0,0
63,4,2014-08-21,7795,1,1,0,1
508,2,2014-12-16,12272,1,1,0,0
83,4,2014-02-20,4051,1,1,0,0
582,1,2014-02-03,11946,1,1,0,0
488,6,2013-04-20,2740,1,0,0,0
538,3,2014-08-13,3135,1,0,0,1
990,2,2013-09-10,7040,1,1,0,0
1001,5,2015-03-06,5890,1,1,0,0
198,2,2014-09-09,2341,1,0,0,0
356,1,2014-11-24,7361,1,1,0,0
130,4,2013-07-04,5752,1,1,0,0
895,1,2014-11-24,11934,1,1,0,0
772,4,2015-02-19,4024,1,1,0,0
541,6,2013-04-13,4995,1,0,0,0
979,2,2015-06-23,4804,1,0,0,0
652,5,2014-08-01,8123,1,1,0,1
931,5,2014-03-28,3283,1,0,0,0
241,4,2013-12-19,8971,1,1,0,0
430,6,2013-11-16,8472,1,0,0,0
59,2,2015-07-07,5007,1,0,0,0
847,2,2013-11-26,6666,1,0,0,0
850,3,2014-08-06,5084,1,1,0,1
911,2,2014-01-14,7878,1,0,0,0
662,1,2015-02-02,10926,1,1,0,1
493,2,2014-04-08,6630,1,0,0,0
13,3,2015-05-27,3707,1,0,0,1
310,1,2013-01-28,6512,1,0,0,0
866,6,2013-10-19,4690,1,0,0,1
819,5,2013-02-15,5683,1,0,0,0
1115,6,2013-10-05,6460,1,0,0,0
186,5,2015-03-27,3677,1,0,0,0
91,1,2014-09-29,10188,1,1,0,0
202,4,2015-07-09,5741,1,0,0,0
798,5,2013-01-11,7477,1,1,0,0
651,5,2013-07-26,6026,1,0,0,1
721,4,2015-03-05,8132,1,1,0,0
643,2,2015-05-26,7473,1,0,0,0
531,2,2013-04-30,5803,1,1,0,0
501,4,2014-03-27,4014,1,0,0,0
412,5,2013-09-20,7820,1,0,0,0
88,4,2013-08-29,7215,1,1,0,0
548,3,2013-10-02,4309,1,0,0,0
1028,1,2013-01-14,2452,1,0,0,0
250,3,2014-02-12,6804,1,0,0,0
31,6,2014-11-22,5419,1,0,0,0
189,4,2015-04-16,9087,1,1,0,0
950,3,2015-06-03,7047,1,1,0,1
389,6,2013-05-04,7020,1,0,0,0
366,4,2014-10-30,7953,1,0,0,1
168,1,2015-04-27,11173,1,1,0,0
836,2,2014-09-16,7901,1,1,0,0
962,6,2013-06-29,5363,1,0,0,0
426,3,2014-02-05,6634,1,1,0,0
145,5,2013-05-24,6640,1,0,0,1
930,4,2015-01-29,5987,1,1,0,0
410,2,2014-05-06,7678,1,1,0,0
850,2,2015-01-20,4521,1,0,0,0
464,1,2014-08-25,9166,1,0,0,0
636,1,2013-11-11,3773,1,0,0,0
760,5,2014-02-21,7060,1,1,0,0
212,4,2013-06-13,3507,1,0,0,0
246,4,2014-12-18,9586,1,1,0,0
216,1,2014-04-07,6257,1,0,0,0
500,1,2013-01-14,3772,1,0,0,0
682,5,2013-09-13,12352,1,1,0,0
296,5,2014-12-05,9695,1,1,0,0
881,6,2014-06-21,2517,1,0,0,0
221,1,2013-04-15,3701,1,0,0,0
538,2,2014-12-30,3649,1,0,0,1
534,1,2013-04-15,4609,1,0,0,0
734,6,2013-06-29,3147,1,0,0,0
905,4,2013-09-05,7826,1,0,0,0
933,1,2014-08-25,7037,1,0,0,1
844,1,2014-10-27,3253,1,0,0,0
164,6,2013-07-13,3889,1,0,0,0
628,6,2014-10-04,5216,1,0,0,0
344,2,2014-09-16,10686,1,1,0,0
1083,6,2013-04-13,4441,1,0,0,0
335,1,2013-11-18,21052,1,1,0,0
490,4,2013-08-01,8095,1,1,0,1
951,6,2014-08-16,7225,1,0,0,0
400,2,2013-09-24,10520,1,1,0,0
673,3,2014-12-03,8867,1,1,0,0
1045,4,2015-05-14,5380,1,0,a,0
496,3,2013-07-31,11485,1,1,0,1
854,6,2014-02-08,7279,1,0,0,0
632,1,2013-11-11,6124,1,0,0,0
964,6,2014-09-13,8840,1,0,0,0
731,1,2015-01-05,13847,1,1,0,1
724,2,2013-06-18,6360,1,1,0,0
478,3,2013-09-18,4272,1,0,0,0
169,6,2015-02-07,5364,1,0,0,0
996,2,2014-01-28,5169,1,0,0,0
948,3,2013-01-02,3643,1,0,0,1
800,2,2013-03-26,6220,1,1,0,1
849,5,2014-10-24,7774,1,1,0,0
702,5,2013-09-06,3945,1,0,0,1
1051,5,2014-09-12,5526,1,0,0,1
882,4,2013-07-04,6783,1,1,0,0
646,6,2014-06-14,3465,1,0,0,0
6,5,2014-08-08,5351,1,1,0,1
821,1,2015-01-12,8163,1,1,0,0
13,6,2013-03-30,5644,1,0,0,0
814,4,2013-02-21,8307,1,1,0,1
98,5,2015-02-20,5566,1,1,0,0
144,6,2014-06-21,5194,1,0,0,0
586,5,2014-02-14,12325,1,0,0,0
432,5,2013-06-07,11685,1,1,0,0
776,1,2013-08-19,3927,1,0,0,1
59,5,2013-09-27,6444,1,1,0,0
1099,4,2014-03-27,6737,1,0,0,0
882,3,2014-02-19,5784,1,1,0,0
1114,4,2014-04-10,16900,1,0,0,0
72,2,2014-05-13,3923,1,0,0,0
796,2,2015-05-26,7392,1,0,0,1
1067,6,2014-06-14,5745,1,0,0,0
516,6,2014-10-18,4220,1,0,0,0
267,6,2015-07-25,11806,1,0,0,0
1071,1,2013-07-15,8510,1,1,0,1
943,1,2015-01-26,7237,1,1,0,0
553,3,2014-02-12,4942,1,0,0,0
300,6,2013-03-09,6212,1,0,0,0
669,1,2013-10-21,4475,1,1,0,0
278,4,2013-08-22,5535,1,0,0,0
593,4,2014-10-16,9053,1,0,0,1
546,4,2014-06-26,11693,1,0,0,0
976,4,2013-01-03,5354,1,0,0,1
196,4,2014-08-28,3990,1,0,0,1
541,1,2014-06-30,14755,1,1,0,0
1012,4,2014-01-23,6319,1,1,0,0
717,5,2013-11-15,4115,1,0,0,0
531,3,2013-01-23,4392,1,1,0,0
801,2,2014-01-28,3324,1,0,0,0
509,3,2013-09-11,6677,1,1,0,0
236,3,2015-06-03,9547,1,1,0,0
834,5,2015-05-29,6595,1,0,0,0
644,6,2015-04-11,9848,1,0,0,0
928,4,2014-11-20,5787,1,0,0,0
643,3,2014-07-02,9647,1,1,0,0
389,3,2013-01-09,11179,1,1,0,0
290,3,2015-07-08,6624,1,0,0,1
361,2,2015-03-03,6385,1,1,0,0
39,2,2014-09-02,6910,1,1,0,0
419,6,2013-10-05,3892,1,0,0,0
795,5,2013-01-11,5223,1,1,0,0
260,4,2014-07-24,5764,1,0,0,1
495,2,2013-02-05,5300,1,1,0,0
443,6,2014-10-18,3728,1,0,0,0
427,1,2013-09-09,12832,1,1,0,1
253,6,2014-08-09,3478,1,0,0,0
759,1,2014-03-03,6660,1,1,0,0
472,2,2013-07-16,4995,1,1,0,1
18,2,2013-03-12,4558,1,0,0,0
1037,5,2015-04-17,6775,1,1,0,0
673,4,2014-12-11,7690,1,0,0,0
114,1,2014-12-01,6270,1,1,0,0
767,2,2013-05-14,6714,1,1,0,0
529,5,2015-01-16,9560,1,1,0,0
403,6,2015-03-21,4331,1,0,0,0
723,3,2013-09-18,4180,1,0,0,0
701,4,2013-06-06,5541,1,1,0,0
545,5,2014-09-12,8472,1,0,0,0
313,5,2015-05-29,9293,1,0,0,0
478,1,2013-08-19,5585,1,0,0,0
167,6,2014-01-18,4927,1,0,0,0
112,6,2014-03-29,5907,1,0,0,0
457,4,2013-04-04,3345,1,0,0,1
600,1,2013-04-29,9552,1,1,0,0
642,3,2013-01-30,2554,1,0,0,0
276,3,2014-01-22,4131,1,1,0,0
391,1,2013-04-15,4709,1,0,0,0
926,6,2014-01-18,8252,1,0,0,0
333,5,2013-01-04,8036,1,0,0,1
792,1,2014-10-27,5420,1,0,0,0
366,1,2014-02-03,10977,1,1,0,1
234,6,2014-01-25,8459,1,0,0,0
1033,6,2013-03-16,10908,1,0,0,0
916,4,2014-02-20,4840,1,1,0,0
881,1,2015-06-08,3495,1,0,0,0
590,4,2014-10-16,3488,1,0,0,0
1073,2,2013-02-26,5554,1,0,0,0
661,3,2013-08-21,5851,1,0,0,0
364,1,2013-07-01,6295,1,1,0,0
513,2,2014-02-11,14656,1,0,0,0
451,5,2013-11-15,4690,1,0,0,0
701,5,2014-04-25,4419,1,0,0,1
597,2,2015-03-10,3712,1,0,0,0
727,4,2013-09-05,3924,1,0,0,0
1068,5,2014-02-28,4322,1,0,0,0
744,5,2015-03-06,8007,1,1,0,0
878,1,2014-12-15,13423,1,1,0,0
280,4,2014-03-13,4979,1,0,0,0
937,6,2014-09-06,6391,1,0,0,0
699,4,2015-07-23,7142,1,0,0,0
61,1,2015-06-22,5130,1,0,0,0
729,5,2014-04-25,9370,1,0,0,1
815,6,2013-02-16,8288,1,0,0,0
852,3,2014-01-15,3758,1,0,0,0
625,2,2015-01-27,8019,1,1,0,0
171,2,2014-09-23,6427,1,0,0,0
201,5,2015-02-06,6883,1,1,0,0
1048,3,2015-04-08,6278,1,0,0,1
377,6,2013-05-04,5520,1,0,0,0
909,4,2014-06-26,7317,1,0,0,0
986,1,2013-04-22,7042,1,1,0,0
899,5,2013-04-19,4747,1,0,0,0
797,5,2015-01-16,5158,1,1,0,0
